comments_before_basetime,comments_24_basetime,comments_48_24,comments_publ_24,Diff_52_53,links_before_basetime,links_24_basetime,links_48_24,links_publ_24,diff_8_7,Target
17,3,14,17,-11,1,0,1,1,-1,0
1,0,0,1,0,0,0,0,0,0,0
187,3,184,187,-181,2,0,2,2,-2,0
47,2,45,45,-43,3,0,3,3,-3,1
6,6,0,6,6,0,0,0,0,0,0
7,4,3,7,1,0,0,0,0,0,0
17,0,3,17,-3,1,0,0,1,0,0
10,10,0,10,10,1,1,0,1,1,0
187,0,3,187,-3,2,0,0,2,0,2
48,1,2,45,-1,3,0,0,3,0,0
6,0,6,6,-6,0,0,0,0,0,0
7,0,4,7,-4,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0
10,0,10,10,-10,1,0,1,1,-1,0
6,0,0,6,0,0,0,0,0,0,0
47,47,0,47,47,1,1,0,1,1,2
1,0,1,1,-1,0,0,0,0,0,0
10,0,0,10,0,1,0,0,1,0,1
49,2,47,47,-45,1,0,1,1,-1,0
1,0,0,1,0,0,0,0,0,0,0
49,0,2,47,-2,1,0,0,1,0,0
4,4,0,4,4,0,0,0,0,0,0
3,3,0,3,3,0,0,0,0,0,3
4,0,4,4,-4,0,0,0,0,0,0
6,3,3,5,0,0,0,0,0,0,0
4,4,0,4,4,2,2,0,2,2,4
4,0,0,4,0,0,0,0,0,0,0
6,0,3,5,-3,0,0,0,0,0,1
1,1,0,1,1,0,0,0,0,0,0
8,4,4,8,0,2,0,2,2,-2,1
1,0,1,1,-1,0,0,0,0,0,0
9,1,4,8,-3,2,0,0,2,0,0
37,37,0,37,37,3,3,0,3,3,1
2,2,0,2,2,0,0,0,0,0,1
1,1,0,1,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0
38,1,37,38,-36,3,0,3,3,-3,0
3,1,2,3,-1,0,0,0,0,0,0
1,0,1,1,-1,0,0,0,0,0,0
38,0,1,38,-1,3,0,0,3,0,0
3,0,1,3,-1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,2
74,74,0,74,74,3,3,0,3,3,19
48,48,0,48,48,1,1,0,1,1,3
4,2,2,3,0,0,0,0,0,0,1
93,19,74,91,-55,5,2,3,4,-1,3
51,3,48,48,-45,2,1,1,1,0,2
5,1,2,3,-1,0,0,0,0,0,1
1,1,0,1,1,0,0,0,0,0,2
96,3,19,91,-16,5,0,2,4,-2,0
53,2,3,48,-1,2,0,1,1,-1,1
1,1,0,1,1,0,0,0,0,0,0
3,2,1,1,1,0,0,0,0,0,0
1,0,1,1,-1,0,0,0,0,0,0
3,0,2,1,-2,0,0,0,0,0,0
32,32,0,32,32,0,0,0,0,0,0
4,4,0,4,4,0,0,0,0,0,1
83,83,0,83,83,0,0,0,0,0,24
1,0,0,1,0,0,0,0,0,0,0
32,0,32,32,-32,0,0,0,0,0,0
5,1,4,5,-3,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,1
107,24,83,107,-59,0,0,0,0,0,3
1,1,0,1,1,0,0,0,0,0,3
32,0,0,32,0,0,0,0,0,0,0
5,0,1,5,-1,0,0,0,0,0,0
2,1,1,2,0,0,0,0,0,0,1
110,3,24,107,-21,0,0,0,0,0,0
4,3,1,4,2,0,0,0,0,0,2
44,44,0,44,44,2,2,0,2,2,13
3,1,1,2,0,0,0,0,0,0,0
6,2,3,4,-1,0,0,0,0,0,0
57,13,44,57,-31,2,0,2,2,-2,0
3,3,0,3,3,0,0,0,0,0,0
7,7,0,7,7,0,0,0,0,0,1
6,6,0,6,6,0,0,0,0,0,0
57,0,13,57,-13,2,0,0,2,0,1
10,10,0,10,10,0,0,0,0,0,1
3,0,3,3,-3,0,0,0,0,0,0
8,1,7,8,-6,0,0,0,0,0,0
6,0,6,6,-6,2,2,0,1,2,0
3,3,0,3,3,0,0,0,0,0,6
11,1,10,10,-9,0,0,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0
8,0,1,8,-1,0,0,0,0,0,0
6,0,0,6,0,2,0,2,1,-2,0
9,6,3,7,3,1,1,0,1,1,0
11,0,1,10,-1,0,0,0,0,0,0
7,7,0,7,7,1,1,0,1,1,0
9,9,0,9,9,0,0,0,0,0,10
7,7,0,7,7,1,1,0,1,1,0
9,0,6,7,-6,1,0,1,1,-1,0
4,4,0,4,4,0,0,0,0,0,0
7,0,7,7,-7,1,0,1,1,-1,0
19,10,9,19,1,0,0,0,0,0,0
7,0,7,7,-7,1,0,1,1,-1,0
3,3,0,3,3,1,1,0,1,1,2
3,3,0,3,3,1,1,0,1,1,5
4,4,0,4,4,0,0,0,0,0,2
4,0,4,4,-4,0,0,0,0,0,0
7,0,0,7,0,1,0,0,1,0,0
19,0,10,19,-10,0,0,0,0,0,0
7,0,0,7,0,1,0,0,1,0,0
5,2,3,4,-1,1,0,1,1,-1,0
8,5,3,8,2,1,0,1,1,-1,0
6,2,4,6,-2,0,0,0,0,0,2
4,0,0,4,0,0,0,0,0,0,0
34,34,0,34,34,0,0,0,0,0,0
7,7,0,7,7,0,0,0,0,0,1
4,4,0,4,4,0,0,0,0,0,2
5,0,2,4,-2,1,0,0,1,0,0
8,0,5,8,-5,1,0,0,1,0,0
4,4,0,4,4,0,0,0,0,0,0
8,2,2,6,0,0,0,0,0,0,0
41,41,0,41,41,0,0,0,0,0,0
34,0,34,34,-34,0,0,0,0,0,0
8,1,7,7,-6,0,0,0,0,0,0
4,4,0,4,4,0,0,0,0,0,0
6,2,4,6,-2,0,0,0,0,0,0
4,0,4,4,-4,0,0,0,0,0,0
35,35,0,35,35,1,1,0,1,1,3
19,19,0,19,19,0,0,0,0,0,3
41,0,41,41,-41,0,0,0,0,0,0
34,0,0,34,0,0,0,0,0,0,0
11,11,0,11,11,0,0,0,0,0,18
8,0,1,7,-1,0,0,0,0,0,0
4,0,4,4,-4,0,0,0,0,0,1
6,0,2,6,-2,0,0,0,0,0,1
4,0,0,4,0,0,0,0,0,0,0
32,32,0,32,32,0,0,0,0,0,0
38,3,35,38,-32,1,0,1,1,-1,0
22,3,19,19,-16,0,0,0,0,0,0
41,0,0,41,0,0,0,0,0,0,0
29,18,11,29,7,3,3,0,3,3,0
7,7,0,7,7,0,0,0,0,0,3
5,1,0,4,1,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,4
32,0,32,32,-32,0,0,0,0,0,0
24,24,0,24,24,0,0,0,0,0,0
38,0,3,38,-3,1,0,0,1,0,1
22,0,3,19,-3,0,0,0,0,0,0
29,0,18,29,-18,3,0,3,3,-3,0
10,3,7,9,-4,0,0,0,0,0,1
9,9,0,9,9,0,0,0,0,0,4
6,4,2,6,2,0,0,0,0,0,1
3,3,0,3,3,0,0,0,0,0,0
32,0,0,32,0,0,0,0,0,0,0
24,0,24,24,-24,0,0,0,0,0,0
11,1,3,9,-2,0,0,0,0,0,0
13,4,9,13,-5,0,0,0,0,0,2
7,1,4,6,-3,0,0,0,0,0,0
3,0,3,3,-3,0,0,0,0,0,0
24,0,0,24,0,0,0,0,0,0,1
3,3,0,3,3,0,0,0,0,0,2
15,2,4,13,-2,0,0,0,0,0,0
31,31,0,31,31,3,3,0,3,3,17
3,0,0,3,0,0,0,0,0,0,1
5,2,3,5,-1,0,0,0,0,0,0
31,31,0,31,31,1,1,0,1,1,3
48,17,31,48,-14,6,3,3,6,0,1
6,6,0,6,6,0,0,0,0,0,1
5,0,2,5,-2,0,0,0,0,0,0
34,3,31,34,-28,1,0,1,1,-1,0
29,29,0,29,29,3,3,0,3,3,19
49,1,17,48,-16,6,0,3,6,-3,0
33,33,0,33,33,1,1,0,1,1,0
7,1,6,6,-5,0,0,0,0,0,0
3,3,0,3,3,0,0,0,0,0,1
34,0,3,34,-3,1,0,0,1,0,4
48,19,29,47,-10,4,1,3,4,-2,1
33,0,33,33,-33,1,0,1,1,-1,0
7,0,1,6,-1,0,0,0,0,0,0
4,1,3,4,-2,0,0,0,0,0,0
5,5,0,5,5,0,0,0,0,0,7
161,161,0,161,161,1,1,0,1,1,14
49,1,19,47,-18,4,0,1,4,-1,0
19,19,0,19,19,0,0,0,0,0,0
33,0,0,33,0,1,0,0,1,0,0
4,0,1,4,-1,0,0,0,0,0,0
12,7,5,12,2,0,0,0,0,0,1
175,14,161,173,-147,1,0,1,1,-1,1
19,0,19,19,-19,0,0,0,0,0,0
13,1,7,12,-6,0,0,0,0,0,2
176,1,14,173,-13,1,0,0,1,0,0
19,0,0,19,0,0,0,0,0,0,1
7,7,0,7,7,1,1,0,1,1,0
2,2,0,2,2,0,0,0,0,0,4
7,0,7,7,-7,1,0,1,1,-1,0
7,7,0,7,7,1,1,0,1,1,2
6,4,2,6,2,0,0,0,0,0,0
7,0,0,7,0,1,0,0,1,0,0
7,7,0,7,7,0,0,0,0,0,0
9,2,7,9,-5,1,0,1,1,-1,1
33,33,0,33,33,0,0,0,0,0,19
6,0,4,6,-4,0,0,0,0,0,0
7,0,7,7,-7,0,0,0,0,0,0
10,1,2,9,-1,1,0,0,1,0,0
10,10,0,10,10,1,1,0,1,1,4
52,19,33,51,-14,0,0,0,0,0,0
7,0,0,7,0,0,0,0,0,0,0
3,3,0,3,3,0,0,0,0,0,0
14,4,10,14,-6,1,0,1,1,-1,0
52,0,19,51,-19,0,0,0,0,0,0
3,0,3,3,-3,0,0,0,0,0,0
18,18,0,18,18,1,1,0,1,1,235
14,0,4,14,-4,1,0,0,1,0,0
3,0,0,3,0,0,0,0,0,0,0
253,235,18,192,217,7,6,1,6,5,6
259,6,235,192,-229,7,0,6,6,-6,0
25,25,0,25,25,12,12,0,12,12,8
1,1,0,1,1,0,0,0,0,0,0
8,8,0,8,8,2,2,0,2,2,5
33,8,25,32,-17,14,2,12,13,-10,0
2,2,0,2,2,0,0,0,0,0,1
1,0,1,1,-1,0,0,0,0,0,0
13,5,8,11,-3,3,1,2,3,-1,2
15,15,0,15,15,0,0,0,0,0,4
33,0,8,32,-8,14,0,2,13,-2,0
7,7,0,7,7,0,0,0,0,0,1
3,1,2,3,-1,2,2,0,2,2,2
1,0,0,1,0,0,0,0,0,0,0
15,2,5,11,-3,3,0,1,3,-1,1
19,4,15,18,-11,0,0,0,0,0,0
2,2,0,2,2,1,1,0,1,1,3
8,1,7,8,-6,0,0,0,0,0,0
5,2,1,3,1,2,0,2,2,-2,0
17,17,0,17,17,0,0,0,0,0,2
19,0,4,18,-4,0,0,0,0,0,1
5,3,2,4,1,1,0,1,1,-1,0
8,0,1,8,-1,0,0,0,0,0,0
19,2,17,19,-15,0,0,0,0,0,0
5,0,3,4,-3,1,0,0,1,0,1
44,44,0,44,44,2,2,0,2,2,1
19,0,2,19,-2,0,0,0,0,0,3
45,1,44,45,-43,2,0,2,2,-2,0
9,9,0,9,9,2,2,0,2,2,1
1,1,0,1,1,0,0,0,0,0,0
45,0,1,45,-1,2,0,0,2,0,0
10,1,9,10,-8,3,1,2,3,-1,0
1,0,1,1,-1,0,0,0,0,0,1
10,0,1,10,-1,3,0,1,3,-1,0
6,6,0,6,6,4,4,0,4,4,2
2,2,0,2,2,0,0,0,0,0,3
2,1,0,1,1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0
8,2,6,7,-4,4,0,4,4,-4,0
40,40,0,40,40,1,1,0,1,1,8
5,3,2,5,1,1,1,0,1,1,0
1,0,1,1,-1,0,0,0,0,0,0
8,0,2,7,-2,4,0,0,4,0,0
48,8,40,48,-32,1,0,1,1,-1,0
16,16,0,16,16,0,0,0,0,0,5
5,0,3,5,-3,1,0,1,1,-1,0
1,0,0,1,0,0,0,0,0,0,0
48,0,8,48,-8,1,0,0,1,0,0
21,5,16,17,-11,0,0,0,0,0,2
10,10,0,10,10,1,1,0,1,1,1
23,2,5,17,-3,0,0,0,0,0,0
11,1,10,11,-9,1,0,1,1,-1,0
2,2,0,2,2,0,0,0,0,0,0
11,0,1,11,-1,1,0,0,1,0,0
3,3,0,3,3,0,0,0,0,0,8
2,0,2,2,-2,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,7
11,8,3,11,5,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0
9,7,2,9,5,0,0,0,0,0,0
9,9,0,9,9,0,0,0,0,0,11
17,17,0,17,17,0,0,0,0,0,1
3,3,0,3,3,0,0,0,0,0,3
11,0,8,11,-8,0,0,0,0,0,0
9,0,7,9,-7,0,0,0,0,0,1
7,7,0,7,7,0,0,0,0,0,1
20,11,9,9,2,0,0,0,0,0,1
18,1,17,17,-16,0,0,0,0,0,0
6,3,3,4,0,0,0,0,0,0,0
8,1,7,7,-6,0,0,0,0,0,0
21,1,11,9,-10,0,0,0,0,0,1
18,0,1,17,-1,0,0,0,0,0,0
6,6,0,6,6,0,0,0,0,0,8
6,0,3,4,-3,0,0,0,0,0,0
20,20,0,20,20,2,2,0,2,2,6
8,0,1,7,-1,0,0,0,0,0,1
14,8,6,14,2,0,0,0,0,0,2
26,6,20,25,-14,2,0,2,2,-2,0
40,40,0,40,40,2,2,0,2,2,8
7,7,0,7,7,0,0,0,0,0,1
16,2,8,14,-6,0,0,0,0,0,0
26,0,6,25,-6,2,0,0,2,0,0
48,8,40,45,-32,3,1,2,3,-1,2
6,6,0,6,6,0,0,0,0,0,1
8,1,7,8,-6,0,0,0,0,0,2
50,2,8,45,-6,3,0,1,3,-1,0
10,10,0,10,10,1,1,0,1,1,0
7,1,6,6,-5,0,0,0,0,0,1
10,2,1,8,1,0,0,0,0,0,0
24,24,0,24,24,0,0,0,0,0,0
10,0,10,10,-10,1,0,1,1,-1,0
8,1,1,6,0,0,0,0,0,0,0
24,0,24,24,-24,0,0,0,0,0,0
32,32,0,32,32,5,5,0,5,5,3
10,0,0,10,0,1,0,0,1,0,0
18,18,0,18,18,1,1,0,1,1,0
24,0,0,24,0,0,0,0,0,0,0
35,3,32,34,-29,5,0,5,5,-5,0
20,20,0,20,20,0,0,0,0,0,10
19,19,0,19,19,0,0,0,0,0,59
18,0,18,18,-18,1,0,1,1,-1,0
35,0,3,34,-3,5,0,0,5,0,1
30,10,20,27,-10,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,1
78,59,19,68,40,0,0,0,0,0,18
18,0,0,18,0,1,0,0,1,0,1
30,0,10,27,-10,0,0,0,0,0,0
3,1,2,2,-1,0,0,0,0,0,0
96,18,59,68,-41,0,0,0,0,0,1
50,50,0,50,50,1,1,0,1,1,8
3,0,1,2,-1,0,0,0,0,0,2
58,8,50,58,-42,3,2,1,3,1,2
5,5,0,5,5,0,0,0,0,0,0
28,28,0,28,28,3,3,0,3,3,5
72,72,0,72,72,6,6,0,6,6,2
60,2,8,58,-6,3,0,2,3,-2,0
5,0,5,5,-5,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,2
6,6,0,6,6,0,0,0,0,0,12
33,5,28,33,-23,3,0,3,3,-3,1
74,2,72,73,-70,7,1,6,6,-5,0
5,0,0,5,0,0,0,0,0,0,0
3,2,1,2,1,0,0,0,0,0,1
18,12,6,18,6,0,0,0,0,0,1
11,11,0,11,11,2,2,0,2,2,1
34,1,5,33,-4,4,1,0,3,1,0
74,0,2,73,-2,7,0,1,6,-1,0
5,5,0,5,5,0,0,0,0,0,0
4,1,2,2,-1,0,0,0,0,0,0
53,53,0,53,53,0,0,0,0,0,1
19,1,12,18,-11,0,0,0,0,0,1
12,1,11,12,-10,2,0,2,2,-2,0
16,16,0,16,16,1,1,0,1,1,3
6,6,0,6,6,0,0,0,0,0,2
5,0,5,5,-5,0,0,0,0,0,2
54,1,53,54,-52,1,1,0,1,1,0
12,0,1,12,-1,2,0,0,2,0,0
6,6,0,6,6,0,0,0,0,0,2
19,3,16,19,-13,1,0,1,1,-1,0
8,2,6,8,-4,0,0,0,0,0,0
109,109,0,109,109,3,3,0,3,3,10
7,2,0,5,2,0,0,0,0,0,2
54,0,1,54,-1,1,0,1,1,-1,0
8,2,6,7,-4,0,0,0,0,0,0
19,0,3,19,-3,1,0,0,1,0,0
8,0,2,8,-2,0,0,0,0,0,0
119,10,109,111,-99,3,0,3,3,-3,1
8,0,2,7,-2,0,0,0,0,0,1
120,1,10,111,-9,3,0,0,3,0,2
14,14,0,14,14,0,0,0,0,0,1
7,7,0,7,7,0,0,0,0,0,1
3,3,0,3,3,0,0,0,0,0,2
15,1,14,14,-13,0,0,0,0,0,0
8,1,7,7,-6,0,0,0,0,0,3
5,2,3,5,-1,0,0,0,0,0,0
34,34,0,34,34,1,1,0,1,1,2
15,0,1,14,-1,0,0,0,0,0,0
11,11,0,11,11,0,0,0,0,0,1
11,3,1,7,2,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,0
5,0,2,5,-2,0,0,0,0,0,0
36,2,34,35,-32,1,0,1,1,-1,0
22,22,0,22,22,1,1,0,1,1,3
12,1,11,12,-10,0,0,0,0,0,0
2,0,2,2,-2,0,0,0,0,0,0
36,0,2,35,-2,1,0,0,1,0,0
25,3,22,25,-19,1,0,1,1,-1,0
1,1,0,1,1,1,1,0,1,1,3
12,0,1,12,-1,0,0,0,0,0,0
2,0,0,2,0,0,0,0,0,0,0
25,0,3,25,-3,1,0,0,1,0,0
4,3,1,4,2,2,1,1,1,0,1
5,1,3,4,-2,2,0,1,1,-1,0
9,9,0,9,9,4,4,0,4,4,3
12,3,9,12,-6,4,0,4,4,-4,0
3,3,0,3,3,0,0,0,0,0,0
12,0,3,12,-3,4,0,0,4,0,0
1,1,0,1,1,0,0,0,0,0,1
3,0,3,3,-3,0,0,0,0,0,0
3,3,0,3,3,0,0,0,0,0,1
28,28,0,28,28,1,1,0,1,1,7
2,1,1,1,0,0,0,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0
4,1,3,3,-2,0,0,0,0,0,0
22,22,0,22,22,1,1,0,1,1,1
35,7,28,34,-21,2,1,1,1,0,0
2,0,1,1,-1,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0
4,0,1,3,-1,0,0,0,0,0,0
23,1,22,23,-21,1,0,1,1,-1,0
35,0,7,34,-7,2,0,1,1,-1,1
1,0,1,1,-1,0,0,0,0,0,0
4,4,0,4,4,0,0,0,0,0,4
23,0,1,23,-1,1,0,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0
8,4,4,7,0,0,0,0,0,0,0
21,21,0,21,21,1,1,0,1,1,10
8,0,4,7,-4,0,0,0,0,0,1
31,10,21,29,-11,1,0,1,1,-1,1
3,3,0,3,3,0,0,0,0,0,1
40,40,0,40,40,0,0,0,0,0,17
32,1,10,29,-9,1,0,0,1,0,0
3,3,0,3,3,1,1,0,1,1,6
4,1,3,4,-2,0,0,0,0,0,0
57,17,40,55,-23,1,1,0,1,1,0
9,6,3,8,3,1,0,1,1,-1,0
32,32,0,32,32,0,0,0,0,0,10
4,0,1,4,-1,0,0,0,0,0,0
5,5,0,5,5,0,0,0,0,0,0
57,0,17,55,-17,1,0,1,1,-1,0
9,0,6,8,-6,1,0,0,1,0,0
42,10,32,41,-22,0,0,0,0,0,3
5,0,5,5,-5,0,0,0,0,0,0
17,17,0,17,17,0,0,0,0,0,10
45,3,10,41,-7,0,0,0,0,0,0
5,0,0,5,0,0,0,0,0,0,1
27,10,17,27,-7,0,0,0,0,0,0
5,5,0,5,5,0,0,0,0,0,28
4,4,0,4,4,0,0,0,0,0,5
27,0,10,27,-10,1,1,0,0,1,0
33,28,5,6,23,0,0,0,0,0,0
9,5,4,9,1,0,0,0,0,0,1
88,88,0,88,88,0,0,0,0,0,1
33,0,28,6,-28,0,0,0,0,0,0
6,6,0,6,6,0,0,0,0,0,1
10,1,5,9,-4,0,0,0,0,0,1
89,1,88,89,-87,0,0,0,0,0,0
84,84,0,84,84,0,0,0,0,0,14
7,1,6,7,-5,0,0,0,0,0,0
89,0,1,89,-1,0,0,0,0,0,0
98,14,84,98,-70,0,0,0,0,0,1
1,1,0,1,1,0,0,0,0,0,0
7,0,1,7,-1,0,0,0,0,0,0
99,1,14,98,-13,0,0,0,0,0,0
1,0,1,1,-1,0,0,0,0,0,0
1,1,0,1,1,2,2,0,2,2,0
1,0,0,1,0,0,0,0,0,0,0
1,0,1,1,-1,2,0,2,2,-2,1
2,1,0,1,1,2,0,0,2,0,0
27,27,0,27,27,3,3,0,3,3,21
2,2,0,2,2,0,0,0,0,0,5
4,4,0,4,4,0,0,0,0,0,3
7,7,0,7,7,0,0,0,0,0,0
48,21,27,48,-6,6,3,3,6,0,0
7,5,2,5,3,1,1,0,0,1,1
5,5,0,5,5,3,3,0,3,3,3
7,3,4,7,-1,0,0,0,0,0,1
7,0,7,7,-7,0,0,0,0,0,0
48,0,21,48,-21,6,0,3,6,-3,0
8,1,5,5,-4,1,0,1,0,-1,0
8,3,5,8,-2,3,0,3,3,-3,1
8,1,3,7,-2,0,0,0,0,0,0
7,0,0,7,0,0,0,0,0,0,0
3,3,0,3,3,0,0,0,0,0,0
9,1,3,8,-2,3,0,0,3,0,0
8,8,0,8,8,1,1,0,1,1,0
3,0,3,3,-3,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,4
41,41,0,41,41,1,1,0,1,1,2
8,0,8,8,-8,1,0,1,1,-1,0
3,0,0,3,0,0,0,0,0,0,0
5,4,1,5,3,0,0,0,0,0,0
43,2,41,42,-39,1,0,1,1,-1,4
8,0,0,8,0,1,0,0,1,0,0
17,17,0,17,17,1,1,0,1,1,6
5,0,4,5,-4,0,0,0,0,0,0
47,4,2,42,2,1,0,0,1,0,1
34,34,0,34,34,0,0,0,0,0,2
4,4,0,4,4,0,0,0,0,0,1
23,6,17,18,-11,1,0,1,1,-1,2
2,2,0,2,2,0,0,0,0,0,2
47,47,0,47,47,0,0,0,0,0,3
36,2,34,34,-32,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,2
5,1,4,5,-3,0,0,0,0,0,0
25,2,6,18,-4,1,0,0,1,0,0
4,4,0,4,4,0,0,0,0,0,0
4,2,2,4,0,0,0,0,0,0,1
50,3,47,50,-44,0,0,0,0,0,0
36,0,2,34,-2,0,0,0,0,0,0
16,16,0,16,16,0,0,0,0,0,0
4,2,2,3,0,0,0,0,0,0,2
5,0,1,5,-1,0,0,0,0,0,0
4,4,0,4,4,0,0,0,0,0,4
4,0,4,4,-4,0,0,0,0,0,0
5,1,2,4,-1,0,0,0,0,0,0
11,11,0,11,11,0,0,0,0,0,13
50,0,3,50,-3,0,0,0,0,0,0
16,0,16,16,-16,0,0,0,0,0,1
6,2,2,3,0,0,0,0,0,0,0
8,4,4,6,0,0,0,0,0,0,0
4,0,0,4,0,0,0,0,0,0,0
28,28,0,28,28,2,2,0,2,2,0
5,5,0,5,5,0,0,0,0,0,8
24,13,11,24,2,0,0,0,0,0,0
17,1,0,16,1,0,0,0,0,0,0
8,0,4,6,-4,0,0,0,0,0,0
28,0,28,28,-28,2,0,2,2,-2,0
13,8,5,13,3,0,0,0,0,0,1
24,0,13,24,-13,0,0,0,0,0,1
28,0,0,28,0,2,0,0,2,0,1
14,1,8,13,-7,0,0,0,0,0,0
7,7,0,7,7,0,0,0,0,0,3
17,17,0,17,17,3,3,0,3,3,0
10,3,7,9,-4,0,0,0,0,0,0
3,3,0,3,3,0,0,0,0,0,3
43,43,0,43,43,1,1,0,1,1,22
17,0,17,17,-17,3,0,3,3,-3,0
10,0,3,9,-3,0,0,0,0,0,1
38,38,0,38,38,2,2,0,2,2,2
1,1,0,1,1,0,0,0,0,0,0
6,3,3,6,0,0,0,0,0,0,1
65,22,43,60,-21,1,0,1,1,-1,2
17,0,0,17,0,3,0,0,3,0,0
40,2,38,39,-36,2,0,2,2,-2,0
1,0,1,1,-1,0,0,0,0,0,0
38,38,0,38,38,1,1,0,1,1,5
7,1,3,6,-2,0,0,0,0,0,0
67,2,22,60,-20,1,0,0,1,0,3
40,0,2,39,-2,2,0,0,2,0,3
1,0,0,1,0,0,0,0,0,0,0
43,5,38,43,-33,1,0,1,1,-1,1
9,9,0,9,9,0,0,0,0,0,10
44,1,5,43,-4,1,0,0,1,0,1
19,10,9,19,1,0,0,0,0,0,2
7,7,0,7,7,0,0,0,0,0,6
21,2,10,19,-8,0,0,0,0,0,0
13,6,7,11,-1,0,0,0,0,0,0
59,59,0,59,59,0,0,0,0,0,24
3,3,0,3,3,0,0,0,0,0,6
13,0,6,11,-6,0,0,0,0,0,0
83,24,59,77,-35,0,0,0,0,0,2
9,6,3,8,3,0,0,0,0,0,0
1,1,0,1,1,0,0,0,0,0,0
3,3,0,3,3,1,1,0,1,1,0
85,2,24,77,-22,0,0,0,0,0,0
9,0,6,8,-6,0,0,0,0,0,0
1,0,1,1,-1,0,0,0,0,0,1
3,0,3,3,-3,1,0,1,1,-1,0
4,4,0,4,4,0,0,0,0,0,1
15,15,0,15,15,0,0,0,0,0,4
2,1,0,1,1,0,0,0,0,0,0
5,5,0,5,5,0,0,0,0,0,0
22,22,0,22,22,0,0,0,0,0,27
3,0,0,3,0,1,0,0,1,0,0
5,1,4,5,-3,0,0,0,0,0,0
19,4,15,19,-11,0,0,0,0,0,0
4,4,0,4,4,0,0,0,0,0,1
5,0,5,5,-5,0,0,0,0,0,1
49,27,22,31,5,3,3,0,0,3,1
5,0,1,5,-1,0,0,0,0,0,1
19,0,4,19,-4,0,0,0,0,0,0
10,10,0,10,10,0,0,0,0,0,1
5,1,4,4,-3,0,0,0,0,0,1
6,1,0,5,1,0,0,0,0,0,0
50,1,27,31,-26,3,0,3,0,-3,0
11,1,10,10,-9,0,0,0,0,0,1
6,1,1,4,0,0,0,0,0,0,0
12,1,1,10,0,0,0,0,0,0,0
25,25,0,25,25,0,0,0,0,0,1
26,1,25,25,-24,0,0,0,0,0,1
1,1,0,1,1,0,0,0,0,0,1
27,1,1,25,0,0,0,0,0,0,0
2,1,1,2,0,0,0,0,0,0,0
41,41,0,41,41,2,2,0,2,2,5
3,3,0,3,3,0,0,0,0,0,0
2,0,1,2,-1,0,0,0,0,0,0
46,5,41,44,-36,2,0,2,2,-2,0
3,0,3,3,-3,0,0,0,0,0,0
46,0,5,44,-5,2,0,0,2,0,0
3,0,0,3,0,0,0,0,0,0,0
4,4,0,4,4,0,0,0,0,0,2
51,51,0,51,51,2,2,0,2,2,4
6,2,4,6,-2,0,0,0,0,0,2
3,3,0,3,3,0,0,0,0,0,0
8,8,0,8,8,0,0,0,0,0,4
55,4,51,51,-47,2,0,2,2,-2,1
8,2,2,6,0,0,0,0,0,0,0
2,2,0,2,2,0,0,0,0,0,2
3,0,3,3,-3,0,0,0,0,0,0
12,4,8,12,-4,0,0,0,0,0,0
56,1,4,51,-3,2,0,0,2,0,1
11,11,0,11,11,0,0,0,0,0,3
4,2,2,2,0,0,0,0,0,0,0
3,0,0,3,0,0,0,0,0,0,0
12,0,4,12,-4,0,0,0,0,0,0
6,6,0,6,6,0,0,0,0,0,0
14,3,11,14,-8,0,0,0,0,0,0
4,0,2,2,-2,0,0,0,0,0,0
6,0,6,6,-6,0,0,0,0,0,1
14,0,3,14,-3,0,0,0,0,0,0
7,1,0,6,1,0,0,0,0,0,0
10,10,0,10,10,0,0,0,0,0,26
10,10,0,10,10,0,0,0,0,0,3
6,6,0,6,6,0,0,0,0,0,3
5,5,0,5,5,0,0,0,0,0,1
6,6,0,6,6,0,0,0,0,0,3
1,1,0,1,1,0,0,0,0,0,0
36,26,10,34,16,0,0,0,0,0,0
13,3,10,13,-7,0,0,0,0,0,0
9,3,6,9,-3,0,0,0,0,0,0
6,1,5,5,-4,0,0,0,0,0,0
9,3,6,7,-3,0,0,0,0,0,1
1,0,1,1,-1,0,0,0,0,0,1
4,4,0,4,4,0,0,0,0,0,0
22,22,0,22,22,1,1,0,1,1,2
36,0,26,34,-26,0,0,0,0,0,0
